delay_location|coordinates
PARLIAMENT AND AMELIA|(nan, nan)
QUEEN AND KING - DON V|(nan, nan)
OSINGTON STATION|(43.6623565, -79.4263675)
QUEEN AND O'HARA AVE|(43.6411144, -79.43415259999999)
QUEEN AND SILVER BRIDG|(nan, nan)
390 DUFFERIN|(43.6431011, -79.4290598)
LESLIE AT AND MOSLEY S|(nan, nan)
DUNDAS ST WEST AND YON|(43.5694532, -79.6289385)
DUNAS AND LANSDOWNE|(43.6501696, -79.43974519999999)
GERRARD AND ELIZABETH|(43.6708856, -79.3280752)
LAKESHORE AND HUMBER B|(nan, nan)
QUEEN ST AND DUFFERIN|(43.642226, -79.4286137)
PARKSIDE AND GEOFFREY|(nan, nan)
QUEEN'S WUAY AND LOWER|(43.6382515, -79.3895182)
GENERAL DELAY|(nan, nan)
PARLIMENT AND QUEEN|(43.6549833, -79.36390279999999)
LAKESHORE AND 17TH STR|(43.5984133, -79.5160195)
KING AND UNIVERSITY TO|(43.6472532, -79.3866709)
ST CLAIR AVE W AND DUF|(43.6770883, -79.4465923)
QUEENS PARK AND HOSKIN|(43.6650269, -79.3939123)
QUEEN AND DUFERIN|(43.642226, -79.4286137)
GERRARD AND JARVIS|(43.6604269, -79.37587479999999)
DUNDAS AND MONTROSE|(43.650286, -79.4159574)
NEVILLE LOOP - 2505 QU|(43.6737566, -79.2815422)
205 BATHURST ST|(43.6484142, -79.40423320000001)
QUEENS QUAY LOOP -|(43.6382515, -79.3895182)
181 BATHURST ST|(43.6475364, -79.4038534)
145 QUEEN ST E|(43.6535986, -79.3727565)
GERRARD AND ONTARIO|(43.66177889999999, -79.3697083)
163 QUEEN ST E|(43.6538215, -79.3722403)
KIPLING STATION|(43.6375993, -79.53553029999999)
CASTLE FRANK STAION|(43.6736269, -79.3688482)
HARBORD AND MANNING|(43.6611509, -79.4115721)
BATHURST AND LAWRENCE|(43.6728848, -79.4013906)
ST CLAIR WEST AND GUNN|(43.6770883, -79.4465923)
DUNDAS WEST AND BEVERL|(43.6538153, -79.39381809999999)
DUNDAS WEST AND ST PAT|(43.6544805, -79.3903151)
UNIVERSITY TO DUNDAS W|(nan, nan)
CARLTON|(nan, nan)
SYSTEM WIDE - VISION I|(nan, nan)
QUEEN AND W OF DUFFERI|(43.642226, -79.4286137)
DUFFERIN AND ROSEMOUNT|(43.6763323, -79.4424035)
504 KING|(nan, nan)
GERRARD AND COLLEGE|(43.6708856, -79.3280752)
SPADINA AND QUEENQUAY|(43.6487579, -79.396276)
GERRARD AND BOULTON|(43.6661505, -79.3494413)
41 LESLIE|(nan, nan)
24 EDNA AVE|(43.6572184, -79.4539324)
LAKESHORE BLVD EAST|(43.654173, -79.339825)
243 BROADVIEW AVE|(43.6627283, -79.35128569999999)
DUNDAS WEST AND MCCAUL|(43.6543129, -79.39143779999999)
LAKESHORE AND 14TH STR|(43.5991005, -79.51288840000001)
QUEEN AND VICTORIA ST|(nan, nan)
QUEEN AND MCCAUL - LOO|(43.6519775, -79.39032139999999)
QUEEN ST E AND SARAH A|(43.6637879, -79.3278595)
QUEENA ND DUFFERIN|(43.642226, -79.4286137)
KIUNG AND JAMIESON|(nan, nan)
BIMGHAM LOOP|(43.681553, -79.284714)
ST CLAIR AVE WEST AND|(43.6770883, -79.4465923)
20 THE QUEENSWAY|(43.6389128, -79.44678689999999)
20 QUEENSWAY|(43.6389128, -79.44678689999999)
SPADINA STATION SPARE|(43.6671711, -79.40435339999999)
KINGSTON AND BIRCHMOUN|(43.69303310000001, -79.2623383)
HARBORD AND MARKHAM|(43.6612849, -79.41098099999999)
DUNDAS W AND MCCAUL|(43.6543129, -79.39143779999999)
DUFFERIN ADN QUEEN|(43.642226, -79.4286137)
LESLIE BARN|(43.6585461, -79.32472829999999)
ST WEST STATION|(nan, nan)
RONCESVALLES AVE|(43.6464617, -79.4435762)
DISTILLERY DISTRICT T|(43.65030549999999, -79.35958)
QUEEN AND WALNUT|(43.6457293, -79.41125129999999)
CHURCH AND RICHMONT|(nan, nan)
SPADINA AND FONT|(43.6527581, -79.398087)
LAKESHORE AND SIXTH|(43.601024, -79.5041442)
DUNDAS ST W AND HOWARD|(43.5694532, -79.6289385)
ST. CLAIR AND CHRISTIE|(43.6816341, -79.4257045)
HARBORD AND MONTROSE|(43.6595356, -79.4195445)
ADELADE STREET AND ADE|(43.6464811, -79.3968363)
GUNNS LOOP AND ST. CLA|(43.6718533, -79.4711359)
EASTERN AND LESLIE|(43.66193759999999, -79.3287981)
LAKESHORE AND FORTIET|(nan, nan)
BATHURST AND WOLESLEY|(43.64801970000001, -79.40429329999999)
OSSINGTON AND SHANNON|(43.6595215, -79.4246695)
O'CONNOR AND DONLANDS|(43.6947663, -79.3431342)
PORTLAND AND ADELAIDE|(43.6457231, -79.40058839999999)
GERRARD AND PARLAIMENT|(43.66194780000001, -79.36702509999999)
SPADINA AVE AND SPADIN|(43.6527581, -79.398087)
UNIVERSITY AND GERRARD|(43.65753, -79.38962599999999)
BATHURST AND HOUSEY|(43.638106, -79.4003187)
RUSSELL GARAGE-TRACK 2|(nan, nan)
LAKESHORE BLVD AND TH|(nan, nan)
PARLIEMENT AND QUEEN|(43.6549833, -79.36390279999999)
EVANS AND KIPLING|(nan, nan)
CUMBERLAND AND OSSINGT|(43.6595215, -79.4246695)
QUEEN QUAY LOOP|(43.6382515, -79.3895182)
GERRARD AND HIAWATHA|(43.6720657, -79.32288930000001)
COLBURN LODGE AND LAKE|(43.6404149, -79.4599726)
QUEEN - QUEEN TO LONG|(nan, nan)
DUNDAS WEST TO KING AN|(43.5694532, -79.6289385)
QUEEN - NEVILLE TO DUF|(nan, nan)
GERRARD AND WOODLEE|(43.6831029, -79.304177)
DUNDAS AND SIMCOE|(43.6546762, -79.3892019)
SPADINA AND BREMER|(43.6527581, -79.398087)
KING AND MOWAT|(43.6392296, -79.4260383)
GERRARD AND CHURCH|(43.6598622, -79.3785154)
45 MANITOBA DR|(43.6361473, -79.4152538)
WESTON AND ST CLAIR|(43.6726177, -79.4675697)
ST.CLAIR AND KEELE (GU|(43.672473, -79.4675352)
LAKESHORE AND 33RD ST|(43.5947591, -79.53237759999999)
200 BATHURST ST|(43.6478445, -79.4043918)
LAKESHORE AND 39TH STR|(43.5928736, -79.5405972)
QUEENSWAY AND ELLIS (W|(43.6253329, -79.5072058)
WILSON AND DUFFERIN|(43.7321366, -79.45894620000001)
ST CLAIR WEST AND SPAD|(43.6770883, -79.4465923)
GERRARD AND RHODES|(43.6708856, -79.3280752)
LAKESHORE AND FIFTH ST|(nan, nan)
NEVILE PARK LOOP (2505|(43.6737566, -79.2815422)
UNIVERSITY AND DUNDAS|(43.6548133, -79.3884774)
RUSSEL YARD - 17 TRACK|(nan, nan)
UNION STATION - SC PLA|(33.836081, -81.1637245)
WARDEN AND UPTON|(43.71824710000001, -79.2836425)
21 PEEL AVE|(43.6436868, -79.4288371)
LAKE SHORE W AND THIRD|(43.6328215, -79.4363268)
GERRAD AND MARJORY|(43.66877969999999, -79.3375539)
DUNDAS AND GRANGE|(43.5106999, -79.6946094)
BATHURST AND WOOSLEY|(43.893229, -79.4693962)
ST CLAIR AND DEER CREE|(43.6770883, -79.4465923)
HIGH PARK LOOP - 381 P|(43.66547870000001, -79.4703433)
QUEEN QUAY AND LOWER S|(43.6382515, -79.3895182)
DUNDAS ST WEST AND BLO|(43.5694532, -79.6289385)
THE QUEENSWAY AD ELLIS|(43.6253329, -79.5072058)
ADELAIDE AND PORTLAND|(43.6457231, -79.40058839999999)
LANSDOWN LOOP AND COLL|(nan, nan)
129 FRONT STREET|(43.6448913, -79.38340149999999)
HIGH PARK TO MAIN STN|(43.64654789999999, -79.4636903)
GLENDALE AND QUEENSWAY|(43.6253329, -79.5072058)
DUNDASD AND SPADINA|(43.65291269999999, -79.39815469999999)
BAY AND ELM|(43.65729839999999, -79.38436449999999)
NORTHUMBERLAND AND OSS|(55.2082542, -2.0784138)
BAY AND EDWARD|(43.6564291, -79.3840044)
PARLIUAMENT AND CARLTO|(nan, nan)
DUNDAS AND BRODVIEW|(43.6624664, -79.351366)
SPADINA QUEENS QUAY LO|(43.6527581, -79.398087)
KENNEDY STATION|(43.732504, -79.263632)
KINGSTON AND BINGHAM|(43.68071519999999, -79.2850942)
DUNDAS AND RITCHIE|(43.6530572, -79.45012059999999)
QUEEN AND PEEL|(nan, nan)
QUEEN AND MCDOUGALL|(43.64838779999999, -79.39813939999999)
ST CLAIR WEST AND DUFF|(43.6770883, -79.4465923)
KIPLING AND LAKSHORE|(43.5982045, -79.5169695)
DOWNTOWN CORE|(1.2866961, 103.8535097)
PARKSIDE AND GRENADIER|(43.6474604, -79.4572982)
QUEEN AND SILVERBERCH|(43.644334, -79.4180164)
PARLIAMENT AND ST DAVI|(nan, nan)
WINCHESTER AND PARLIAM|(nan, nan)
HARBORD AND OSSINGTON|(43.6585691, -79.42429969999999)
HARBOUR FRONT TUNNEL|(43.6405521, -79.3789371)
REXDALE AND ISLINGTON|(43.7143394, -79.554874)
QUEEN AND FULLER|(nan, nan)
RICHMOND AND CHURCH|(43.6524491, -79.3754597)
DUNDAS AND PATRICK|(43.777115, -79.3271144)
MANITOBA DRIVE|(43.6359089, -79.4164347)
KIING AND BATHURST|(43.64390350000001, -79.4026703)
405 DUFFERIN ST|(43.6426758, -79.4286422)
LAKESHORE BLVD AND BRO|(43.5967438, -79.5011376)
FRONT AND BATHURST|(43.6407524, -79.4014179)
QUEEN AND LOWER COXWEL|(43.644334, -79.4180164)
BAY AND QUEENS QUAY TE|(43.6411952, -79.3768565)
COLLEGE AND MORROW|(nan, nan)
LAKESHORE AND MARINE|(43.630284, -79.4769342)
LAKESHORE BLVD W AND E|(43.6328215, -79.4363268)
BAY TO BATHURST|(-33.4111857, 149.578693)
LAKE SHORE AND 20TH|(43.5977217, -79.5191342)
VICTORIA AND RICHMOND|(nan, nan)
CARLTON AND BLEECKER S|(nan, nan)
EDNA AND DORVAL RD (DU|(43.6568726, -79.4546362)
DUNDAS W AND LISGAR ST|(43.6494957, -79.4267637)
3 KINGSTON RD|(43.6678669, -79.31208529999999)
313 PARLIAMENT|(43.6591893, -79.3657392)
LAKE SHORE BLVD AND TH|(43.5967438, -79.5011376)
DUNDAS WEST AND MANNIN|(43.658949, -79.3354808)
WINDERMERE AND LAKESHO|(43.6352044, -79.4681797)
DUNDAS AND EDNA (DUNDA|(43.5694532, -79.6289385)
QUEENS QUAY/FERRY DOCK|(43.6441304, -79.3684435)
UPPER GERRARD AND WOOD|(43.6708856, -79.3280752)
DUFFERIN AND WILSON|(43.7321366, -79.45894620000001)
LAKE SHORE AND HILLSID|(43.6328215, -79.4363268)
DUFFERIN AND EGLINTON|(43.6977305, -79.44175369999999)
QUEEN AND WEST LODGE|(43.6408501, -79.4354285)
LACKSHRE AND MARINE PA|(41.2033216, -77.1945247)
ST CLAIR AND KENWOOD|(43.6824764, -79.4219914)
SUMAC AND KING|(nan, nan)
WOOLSELY LOOP|(nan, nan)
ST CLAIR AND KEELE/WES|(43.6770883, -79.4465923)
U|(nan, nan)
LAKESHORE AND ELEVENTH|(43.5998017, -79.50970149999999)
PEEL STREET AND GLADST|(43.6440954, -79.427692)
FIFTH AND LAKESHORE|(nan, nan)
LAKESHORE AND SHORE BR|(nan, nan)
QUEEN AND CRAVEN|(nan, nan)
ST CLAIR AND GUNN'S RD|(43.6770883, -79.4465923)
SPADINA AT HARBOARD|(43.6630939, -79.4020097)
LAKE SHORE AND PARKLAW|(43.6328215, -79.4363268)
544 ADELAIDE ST W|(43.6456915, -79.4023358)
507 ADELAIDE W|(43.6454055, -79.4014998)
ST CLAIR AVE W AND SPA|(43.6770883, -79.4465923)
COLLEGE AND CONCORD AV|(nan, nan)
CHERRY BEACH LOOP|(43.636967, -79.344353)
KING AND CLOSE AVENUE|(43.6374494, -79.4346958)
FLEET B/T STRACHAN AND|(43.6398931, -79.4111038)
DUFFERIN AND PEEL AV|(43.643801, -79.4292088)
QUEN AND JARVIS|(43.6538073, -79.3736231)
CHURCH TO JARVIS BOTHW|(nan, nan)
ALEXANDER AND MUTUAL S|(nan, nan)
KING AND UNIVERCITY|(43.6476565, -79.3848108)
BATHURST ST AT NIAGARA|(43.6419137, -79.4018782)
DUNDAS AND TUBMAN AVE|(43.6609206, -79.35930660000001)
PARLIAMENT AND DUDAS|(43.6594276, -79.36599559999999)
194 DOWLING|(43.6397803, -79.439936)
2236 QUEEN ST E|(43.67284189999999, -79.2872921)
LESLIE CAR HOUSE|(43.6585461, -79.32472829999999)
VICTORIA PARK AND KING|(43.7487756, -79.3121024)
ST CLAIR AND LANSDOWN|(43.6763452, -79.4505978)
LANDSDOWN AND DUNDAS|(43.6501696, -79.43974519999999)
ST CLAIUR WEST STATION|(43.6841895, -79.4154172)
765 QUEEN EAST|(43.6590838, -79.3475345)
QUEEN AND RHODES|(nan, nan)
DUNAD AND PARLIAMENT|(43.6594276, -79.36599559999999)
KINGSTON AND KENILWORT|(43.6765271, -79.3048768)
DUFFERIN AND EVERSFIEL|(43.6872555, -79.446812)
CHURCH AND S DUNDAS|(43.5106999, -79.6946094)
UPPER GERRARD AND COXW|(43.6753569, -79.32028249999999)
RONCESSVALE AND HOWARD|(43.6514994, -79.4510634)
DUNDAS AND REGANT PARK|(43.6603557, -79.36180379999999)
81 QUEEN STREET E|(43.6531161, -79.37559019999999)
54 CHURCH ST|(43.8795472, -79.2564237)
LESLIE BARNS WICKET|(43.6585461, -79.32472829999999)
ST CLAIR AND HOUNSLOW|(43.6770883, -79.4465923)
19 DORVAL RD|(43.6565809, -79.4542374)
400 WESTON RD|(43.6810748, -79.4766389)
RICHMOND AND VICTORIA|(nan, nan)
KING AND JARVIS/ KING|(43.6504761, -79.37190729999999)
QUEEN AND EMPIRE ( E O|(nan, nan)
QUEEN AND BEATY AVE|(43.6397102, -79.4411384)
QUEENS QUAY TUNNEL|(43.6382515, -79.3895182)
QUEEN AND BERTMOUNT|(43.644334, -79.4180164)
CANADIAN NATIONAL EXHI|(43.6330538, -79.42257339999999)
QUEEN ST E AND SAULTER|(43.6594099, -79.3474226)
UNION STATION - STREET|(34.1988233, -84.8052259)
KINGSTON RD LOOP - KI|(43.7619783, -79.1946749)
QUEEN BETWEEN BAY AND|(nan, nan)
KING AND STAFFORD STRE|(43.6422906, -79.41071749999999)
COLLEGE E OF GLADSTONE|(nan, nan)
SPADINA AND RICHMOUND|(43.6527581, -79.398087)
DUNDAS AND GROVE AVE|(43.6493978, -79.4232373)
LAKESHORE AND 30TH|(43.5953546, -79.5297612)
ADELAIDE ST W AND UNIV|(43.6488852, -79.38546339999999)
DUNDAS WEST STATION ON|(43.6568393, -79.45333409999999)
PARLIAMENT AND CHURCH|(nan, nan)
QUEEN AND E OF PARLIAM|(nan, nan)
1756 QUEEN ST E|(43.6677823, -79.31110129999999)
LAKESHORE AND FIRST (|(nan, nan)
RONCESSVALE AND DUNDAS|(43.6538732, -79.451805)
QUEENSWAY AND CLAUDE(|(43.6253329, -79.5072058)
THE QUEENSAWAY AND ELL|(43.6253329, -79.5072058)
QUEENS QUAY AND WATERF|(43.63658299999999, -79.396807)
SHERBOURNE AND DUNDAS|(43.65830649999999, -79.3709983)
COLLEGE AND ROSS ST|(nan, nan)
SHAW STREET AND QUEEN|(43.6447019, -79.41627869999999)
RONCESVALLES TO BATHUR|(43.6464617, -79.4435762)
ST CLAIR WEST AND CHRI|(43.6770883, -79.4465923)
HIGH PARK AND PARKSIDE|(43.6448762, -79.45623499999999)
8112 LOWER DON RIVER T|(nan, nan)
GERRARD AND PARALIAMEN|(43.66194780000001, -79.36702509999999)
KINGSTON RD AND MAIN S|(43.7619783, -79.1946749)
LANSDOWN LOOP|(nan, nan)
364 QUEEN ST W|(43.6490825, -79.3957198)
29 MANITOBA DRIVE|(43.636602, -79.4135931)
425 QUEEN ST W|(43.6487626, -79.39526099999999)
1902 KING ST W|(43.6376123, -79.4345412)
ST. CLAIR WEST AND NOR|(43.6770883, -79.4465923)
351 SPADINA AV|(43.6553933, -79.398664)
HIGH PARK LOOP AND MAI|(43.6478206, -79.4582002)
STEELES AND ISLINGTON|(43.7642923, -79.57466819999999)
FROM BROADVIEW TO WOLS|(nan, nan)
NEVILLE LOOP TO SUNNYS|(43.6737566, -79.2815422)
QUEENSWAY AND COBURN L|(43.6253329, -79.5072058)
QUEEN E AND VICTORIA|(nan, nan)
WINDERMERE AND QUEENWA|(43.6502283, -79.4803614)
606 QUEEN ST W|(43.64715390000001, -79.4047896)
LANSDOWNE LOOP (LANSDO|(nan, nan)
UNIVESITY AND KING|(43.6476565, -79.3848108)
DUNDAS AND PARLIMANT|(43.6594276, -79.36599559999999)
BAY AND KING|(43.6486507, -79.3802583)
SUNYSIDE LOOP|(43.6389491, -79.4480308)
LAKE SHORE AND 29TH ST|(43.5956853, -79.5282957)
490 ST CLAIR AVE WEST|(43.6834128, -79.41759730000001)
DUFFERIN STATION|(43.6601528, -79.4356792)
QUEENS QUAY AT HAROURF|(43.6382515, -79.3895182)
SPADINA AND QUEENSQAUY|(43.6487579, -79.396276)
HIGHPARK LOOP TO MAIN|(43.6478206, -79.4582002)
KING ST W AND NIAGARA|(43.6428972, -79.4077039)
QUEENSWAY AND COLBURN|(43.6253329, -79.5072058)
33 SUMACH ST|(43.6553726, -79.3581276)
LAKESHORE AND PARKSIDE|(43.63836329999999, -79.45351579999999)
VICTORIA STREET AND AD|(nan, nan)
LANDSDOWNE AND QUEEN|(43.6406044, -79.43664609999999)
SPADINA AND QUEENS|(43.6487579, -79.396276)
LAKE SHORE AND PARKSID|(43.63836329999999, -79.45351579999999)
DUNDAD WEST STATION|(43.6568393, -79.45333409999999)
LAKESHORE AND 15 STREE|(43.5988668, -79.51394669999999)
DANFORTH AND BIRCHMOUN|(43.6970605, -79.26401129999999)
EXHITIBITION LOOP|(43.6362392, -79.4155857)
NEVILLE PARK LOOP (250|(43.6737566, -79.2815422)
KING FROM CHURCH ST TO|(nan, nan)
LAKE SHORE AND W?INDER|(43.6328215, -79.4363268)
379 OSSINGTON AVE|(43.6528311, -79.4217026)
WELLINGTON AND CHURCH|(nan, nan)
LAKESHORE AND DUFFERIN|(43.837853, -79.4819486)
FLEET STREET LOOP|(43.6360853, -79.4047213)
LONGBRANCH LOOP TO NEV|(43.5919725, -79.5438952)
BROADVIEW AND LANGLEY/|(43.6678124, -79.35334499999999)
SPADINA TO WOLSELY LOO|(43.6527581, -79.398087)
QUEEN AND BOLTON|(nan, nan)
ST CLAIR AVE W AND VAU|(43.6770883, -79.4465923)
BRAODVIEW AND ERINDALE|(43.6775427, -79.35867050000002)
DUNDAS WESR STATION|(43.6568393, -79.45333409999999)
FELLET AND BASTION|(43.6359882, -79.40359269999999)
PARKSIDE AND HIGH PAR|(43.6448762, -79.45623499999999)
89 KING ST E|(43.64968229999999, -79.3750072)
ST CLAIR W AND OLD WES|(43.6770883, -79.4465923)
EXHIBITION LOOP (CNE)|(43.6362392, -79.4155857)
175 BLOOR ST W|(43.6684091, -79.3951407)
SPADINA STATAION|(43.6671711, -79.40435339999999)
SPADINA/WILCOX|(43.6527581, -79.398087)
PARKSIDE DR AND SPRING|(nan, nan)
PARLIMENT ON GERRARD|(43.6708856, -79.3280752)
LAKESHORE AND MILES|(nan, nan)
1558 LANE N BLOOR E|(43.6722213, -79.3740356)
ROBINA AND ST.CLAIR|(43.6798703, -79.43468940000001)
RONCESSVALES YARD|(43.6463098, -79.4490457)
LOWER GERRARD AND ALTO|(43.6708856, -79.3280752)
279 QUEEN STREET W|(43.6500469, -79.38997069999999)
RONCEVALLES AND HOWARD|(43.6514994, -79.4510634)
QUEEN - YORK TO BAY|(nan, nan)
ST CLAIR AND GUNNS RD|(43.6718533, -79.4711359)
QUEEN AND OSSIGNTON|(43.644171, -79.4188508)
WESTON AND SENECA|(43.6802988, -79.47551949999999)
CHARLOTTE AND ADELAIDE|(-34.9284989, 138.6007456)
511 DUNDAS ST W|(43.6527254, -79.39838300000001)
GERRAND AND BROADVIEW|(43.6654831, -79.35263359999999)
COLBORNE LODGE AND THE|(43.6404149, -79.4599726)
DUNDAS AND SIMCO|(43.6546762, -79.3892019)
114 DUNDAS ST E|(43.6564888, -79.37675899999999)
QUEEN AND RONCSVALLES|(43.644334, -79.4180164)
ST.CLAIR AND GLENHOMLE|(43.6789873, -79.43863809999999)
ST.CAIR STATION|(43.6874845, -79.3930467)
DUNDAS AND PARKWAY|(43.6515899, -79.44679579999999)
QUEEN AND WHITE SQUIRE|(nan, nan)
2016 CHURCH|(nan, nan)
DUNDAS AND LAKEVIEW (|(43.6493812, -79.42269619999999)
WHOLE LINE|(nan, nan)
DUNDAS AND PARKWAY AVE|(43.6515899, -79.44679579999999)
WINDEMERE AND QUEENWAY|(43.6373075, -79.47000729999999)
GERRARD AND GOLFVIEW A|(43.6818509, -79.3086661)
COLLEGE AND RUSHHOME|(43.6551232, -79.4288636)
BROADVIEW AND FIRST AV|(43.6645893, -79.3522524)
DUFFERIN AND LAWRENCE/|(43.7139239, -79.4575079)
DUFFERIN AND BENTWORTH|(43.7217839, -79.4564785)
COLLEGE AND DELAWARE|(38.9108325, -75.52766989999999)
QUEEN AND NORTHERN DAN|(nan, nan)
MCCAUL AND ORBE (S OF|(43.6548028, -79.3916383)
BROADVIEW STATIONQ|(43.6769104, -79.3581849)
DUNDAS AND MONROE|(43.6644333, -79.341875)
240 LANSDOWNE|(43.65067029999999, -79.4401094)
QUEEN AND BALSAM AVE|(43.644334, -79.4180164)
KING AND LOWER RIVER S|(43.6472532, -79.3866709)
RONCESVALLE CARHOUSE|(43.6393154, -79.4466387)
SAPDINA AND QUEENS QUA|(43.6382515, -79.3895182)
KING AND SHERBOURE|(43.661228, -79.3722185)
FLEET LOOP AND BASTION|(43.6359882, -79.40359269999999)
MCCAUL AND ORDE|(43.65804860000001, -79.39301789999999)
SPADINA ADN QUEENS QUA|(43.6382515, -79.3895182)
DUNDAS AND MANNING (W|(43.6513152, -79.41091)
DUFFERIN AND PEEL AVE|(43.643801, -79.4292088)
ST CLARI WEST STATION|(43.6841895, -79.4154172)
QUEEN ST EAST OF RONCE|(43.644334, -79.4180164)
DUNDAS AND SAUREN|(43.5106999, -79.6946094)
LONG BRANCH TO DUFFERI|(40.30427780000001, -73.9923596)
QUEEN AND ORCHARD PARK|(42.76755929999999, -78.7439189)
COLLEGE AND ROBERT|(nan, nan)
EXHIBITION LOOP (MANIT|(43.6362392, -79.4155857)
CARLTON AND SHERBOUNE|(43.661228, -79.3722185)
DUNDAS WEST TO CHURCH|(43.5694532, -79.6289385)
ST.CLAIR AND VIA ITAL|(43.6772909, -79.4456136)
KING AND WOLSELEY LOOP|(nan, nan)
BATHURST AND HARBORD S|(43.6615246, -79.40975590000001)
DUFFERIN AND CLOVERLAW|(43.6812765, -79.44439249999999)
49 LESLIE ST|(43.7691581, -79.3643903)
BROWNS LINE AND LAKESH|(43.59330010000001, -79.5387149)
STCLAIR AND CHRISTIE|(43.6816341, -79.4257045)
LAKESHORE AND LESLIE|(43.65827789999999, -79.3286291)
WELLINGTON AND BAY|(43.6475064, -79.37837689999999)
LONG BRANCH LOOP (3830|(43.5921744, -79.5433389)
QUEEN - AUGUSTA TO POR|(nan, nan)
585 QUEEN ST|(43.657944, -79.3540534)
DUNDAS AND ROXTON|(43.6495712, -79.4195189)
ST CLAIR STAION|(43.6874845, -79.3930467)
QUEEN ST W AND KING|(43.6387849, -79.4460976)
BROADVIEW STATION ( ON|(43.6769104, -79.3581849)
ST CLAIR W AND WINONA|(43.680195, -79.4324721)
LESLIE BARNS GARAGE|(43.6585461, -79.32472829999999)
EMERGENCY SHUTTLE|(nan, nan)
SPADINA AND WILLCOX|(43.6527581, -79.398087)
QUEEN - PARLIAMENT TO|(nan, nan)
MAIN STN TO HIGH PARK|(43.64654789999999, -79.4636903)
KING AND SUMMACH|(nan, nan)
PEEL AND DUFFERIN|(43.643801, -79.4292088)
3769 LAKE SHORE BLVD|(43.5925327, -79.5412328)
PARLIAMENT AND COLE|(nan, nan)
KING AND EMILY|(nan, nan)
1576 BLOOR ST W|(43.6561841, -79.4540418)
ST CLAIR AND WALMER|(43.6842663, -79.4124587)
QUEEN AND BERKLEY|(nan, nan)
QUEEN AND CALLENDER|(43.6395017, -79.4422013)
QUEEN AND WINDERMERE|(43.6502283, -79.4803614)
QUEENSWAY AND HARBOURF|(43.6253329, -79.5072058)
QUEEN AND GWYNNE|(43.6419423, -79.4301021)
ST. CLAIR AND NORTHCLI|(43.6785033, -79.44085319999999)
1733 A KEELE ST|(43.6857194, -79.47266259999999)
LAEKSHORE WEST OF ELLI|(nan, nan)
DUNDAS AND RIVER STREE|(43.6611965, -79.3581409)
HUMBERWOOD LOOP|(43.7244969, -79.6212812)
1756 QUEEN|(43.63878769999999, -79.4458946)
DUPONT AND EDWIN|(nan, nan)
ST CLAIR AND LASDOWNE|(43.6763452, -79.4505978)
UNION LOOP EE|(nan, nan)
DELAWARE AND COLLEGE|(38.9108325, -75.52766989999999)
SUNNYSIDE LOOP TO SHAW|(43.639046, -79.448357)
30 MINOWAN MIKAN|(nan, nan)
BROADVIEW AT JACK LAYT|(nan, nan)
STACHAN AND FLEET|(43.6361837, -79.4095991)
MILL AND PARLIAMENT|(nan, nan)
LAKESHORE AND 32ND ST|(43.5950818, -79.53097819999999)
ST CLAIR WEST AND KEEL|(43.672473, -79.4675352)
GERRARD AND KILDONAN|(43.6828221, -79.30546129999999)
PARLIAMENT AND WILLINS|(nan, nan)
COLLAGE AND UNIVERSITY|(43.6554658, -79.412604)
FLEET ST AND BATHURST|(43.6367945, -79.3998864)
SUNNYSIDE LOOP TO BATH|(43.639046, -79.448357)
RONCESVALLES DIVSION|(43.6464617, -79.4435762)
DUNDS WEST STATION|(43.6568393, -79.45333409999999)
PARLAIMENT AND FRONT|(nan, nan)
QUEEN AND LOWER OSSING|(43.644171, -79.4188508)
803 COLLEGE STREET|(43.6545354, -79.4213058)
GERRARD W OF BROADVIEW|(43.6708856, -79.3280752)
LAKE SHORE AND LOUISA|(43.6328215, -79.4363268)
BROAVIEW AND JACK LAYT|(43.6661788, -79.35290619999999)
BATHURST ST AND DUNDAS|(43.6522958, -79.4060126)
LANSDOWNE AVE AND DUND|(43.6501696, -79.43974519999999)
FLEET AND STACHAN|(43.6361837, -79.4095991)
66 RAY AVE|(43.6917412, -79.4931493)
COLLEGE AND ST HELEN'S|(nan, nan)
750 QUEEN ST.|(43.6145615, -79.5566108)
QUEEN AND NORTHQUEEN|(43.6187642, -79.55964829999999)
KING AND DUNN AVE|(43.6377488, -79.4332591)
DUNDAS AND UNIVERISTY|(43.6548133, -79.3884774)
504C KING AND 504D KIN|(nan, nan)
QUEEN AND ISLINGTON|(43.6236681, -79.5148431)
KING AND ONTRAIO ST|(43.661625, -79.3696496)
RONCESSVALLES TO NEVIL|(43.6464617, -79.4435762)
MAIN ST AND DANFORTH A|(43.6881561, -79.3018044)
QUEEN AND RUSHBROOKE|(nan, nan)
JONES AND QUEEN|(nan, nan)
LAKE SHORE BLVD AND LE|(43.5967438, -79.5011376)
KING ST E AND SUMACH S|(43.6555209, -79.35843899999999)
DUNDAS ST W AND SHAW S|(43.5694532, -79.6289385)
317 DUNDAS ST W|(43.6535364, -79.3924847)
DUNDAS ST W AND SPADIN|(43.65291269999999, -79.39815469999999)
AVON LOOP|(43.681388, -79.4768799)
RONCESVALLE YARD TRAFF|(43.6464617, -79.4435762)
QUEENS QUAY LOOP AND L|(43.6382515, -79.3895182)
QUEEN ST E AND GREENWO|(43.6643718, -79.3252892)
COLLEGE AND MCCAUL- TO|(43.6548028, -79.3916383)
